article_id,year,decade,journal,title,intended_outcome__belonging_and_community,intended_outcome__belonging_and_community_engagement_and_participation,intended_outcome__belonging_and_community_learning_and_literacy,intended_outcome__belonging_and_community_wellness_and_resilience,intended_outcome__collections_and_access,intended_outcome__cultural_stewardship_and_preservation,intended_outcome__cultural_stewardship_and_preservation_belonging_and_community,intended_outcome__cultural_stewardship_and_preservation_discovery_and_advisory,intended_outcome__discovery_and_advisory,intended_outcome__discovery_and_advisory_equitable_access,intended_outcome__discovery_and_advisory_institutional_capacity,intended_outcome__engagement_and_participation,intended_outcome__engagement_and_participation_discovery_and_advisory,intended_outcome__engagement_and_participation_equitable_access,intended_outcome__engagement_and_participation_equitable_access_learning_and_literacy,intended_outcome__engagement_and_participation_institutional_capacity,intended_outcome__equitable_access,intended_outcome__equitable_access_belonging_and_community,intended_outcome__equitable_access_community_and_inclusion,intended_outcome__equitable_access_cultural_stewardship_and_preservation,intended_outcome__equitable_access_discovery_and_advisory,intended_outcome__equitable_access_engagement_and_participation,intended_outcome__equitable_access_institutional_capacity,intended_outcome__equitable_access_learning_and_literacy,intended_outcome__institutional_capacity,intended_outcome__institutional_capacity_belonging_and_community,intended_outcome__institutional_capacity_social_equity_and_access,intended_outcome__learning_and_literacy,intended_outcome__learning_and_literacy_belonging_and_community,intended_outcome__learning_and_literacy_discovery_and_advisory,intended_outcome__learning_and_literacy_engagement_and_participation,intended_outcome__learning_and_literacy_equitable_access,intended_outcome__learning_and_literacy_institutional_capacity,intended_outcome__not_applicable,intended_outcome__other,intended_outcome__professional_capacity,intended_outcome__space_and_infrastructure,intended_outcome__sustainable_operations,intended_outcome__theoretical_or_conceptual,intended_outcome__wellness_and_resilience
santamaria2022,2022,2020s,College & Research Libraries,It Doesn’t Matter How Many “Doses”: One-Shots Aren’t Cures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santiago2022,2022,2020s,College & Research Libraries,"The Scholarly Communications Cookbook. Brianna Buljung and Emily Bongiovanni, eds. Chicago, IL: Association of College and Research Libraries, a division of the American Library Association, 2021. 358p. Softcover, $88.00 ($79.20 ALA members) (ISBN: 978-0838938478).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santosa2023,2023,2020s,Information Technology and Libraries,Exploring Final Project Trends Utilizing Nuclear Knowledge Taxonomy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saracevic2008,2008,2000s,Library Trends,Effects of Inconsistent Relevance Judgments on Information Retrieval Test Results: A Historical Perspective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sassen2014,2014,2010s,College & Research Libraries,Fostering Research and Publication in Academic Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sauers2021,2021,2020s,Information Technology and Libraries,Do Space’s Virtual Interview Lab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
saunders2022,2022,2020s,College & Research Libraries,Faculty Perspectives on Mis- and Disinformation across Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
saxton2006,2006,2000s,Library Trends,"Meta-Analysis in Library and Information Science: Method, History, and Recommendations for Reporting Research",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sayre2018,2018,2010s,College & Research Libraries,The Reproducibility Crisis and Academic Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sayre2019,2019,2010s,College & Research Libraries,Replicable Services for Reproducible Research: A Model for Academic Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scaramozzino2012,2012,2010s,College & Research Libraries,A Study of Faculty Data Curation Behaviors and Attitudes at a Teaching-Centered University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schadl2015,2015,2010s,College & Research Libraries,"Cite Globally, Analyze Locally: Citation Analysis from a Local Latin American Studies Perspective",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schaffner1999,1999,1990s,College & Research Libraries,Into the Dustbin of History? The Evaluation and Preservation of Slavic Materials,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schaffner2001,2001,2000s,College & Research Libraries,Electronic Resources: A Wolf in Sheep’s Clothing?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scheiderich2026,2026,2020s,College & Research Libraries,Generative AI and Libraries: Claiming Our Place in the Center of a Shared Future,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schieber1971,1971,1970s,Information Technology and Libraries,An Algorithm for Compaction of Alphanumeric Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schlect2023,2023,2020s,College & Research Libraries,"Steven Ruszczycky. Vulgar Genres. Chicago, IL: The University of Chicago Press, 2021. 207p. Paper, $30 (ISBN: 978-0-226-78875-3).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schlesselmantarango2013,2013,2010s,Information Technology and Libraries,Searchable Signatures: Context and the Struggle for Recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schlipf2011,2011,2010s,Library Trends,The Dark Side of Library Architecture: The Persistence of Dysfunctional Designs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schlipf2014,2014,2010s,Library Trends,Remodeling and Expanding Carnegie-Era Library Buildings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schlosser2009,2009,2000s,College & Research Libraries,Unless Otherwise Indicated: A Survey of Copyright Statements on Digital Library Collections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schlosser2011,2011,2010s,College & Research Libraries,OSUL2013: Fostering Organizational Change through a Grassroots Planning Process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schlosser2012,2012,2010s,Information Technology and Libraries,Learning to Share: Measuring Use of a Digitized Collection on Flickr and in the IR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schnuer2015,2015,2010s,Library Trends,Leadership and Innovators Training Program for Latvian and Romanian Public Librarians at the Mortenson Center for International Library Programs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
schrader2012,2012,2010s,College & Research Libraries,Assessment of the Research Learning Needs of University of Saskatchewan Librarians: A Case Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schultz2019,2019,2010s,Information Technology and Libraries,Assessing the Effectiveness of Open Access Finding Tools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schultzjones2012,2012,2010s,Library Trends,Historical and Current Implications of Cataloguing Quality for Next-Generation Catalogues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schwartz1997,1997,1990s,College & Research Libraries,The Rise and Fall of Uncitedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schwartz2005,2005,2000s,College & Research Libraries,Reassessing Prospects for the Open Access Movement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schwartz2007,2007,2000s,College & Research Libraries,The University Library and the Problem of Knowledge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schwartz2008,2008,2000s,Library Trends,"Thesauri and Facets and Tags, Oh My! A Look at Three Decades in Subject Analysis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
schwieder2018,2018,2010s,College & Research Libraries,A Multilevel Approach for Library Value Assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scimeca2015,2015,2010s,Library Trends,Synoptic Reference: Introducing a Polymathic Approach to Reference Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scott1968,1968,1960s,Information Technology and Libraries,An Integrated Computer Based Technical Processing System in a Small College Library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scott2025-1,2025,2020s,College & Research Libraries,"“I’ll Wait Zero Seconds”: Faculty Perspectives on Serials Access, Sharing, and Immediacy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scott2025,2025,2020s,College & Research Libraries,More Alike than Not: The Open Access Preferences of Humanities Scholars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scotti2026,2026,2020s,College & Research Libraries,Python for All: A Library Workshop for Bridging AI Literacy and Coding Skills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scoulas2022,2022,2020s,College & Research Libraries,Impact of Undergraduate Students’ Library Use on Their Learning beyond GPA: Mixed-Methods Approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scoulas2026,2026,2020s,College & Research Libraries,Academic Success and Campus Engagement: Insights from Library Usage at Two Universities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
seale2016,2016,2010s,Library Trends,Compliant Trust: The Public Good and Democracy in the ALA’s “Core Values of Librarianship”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
seale2022,2022,2020s,College & Research Libraries,Toward a Critical Turn in Library UX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
seaman1999,1999,1990s,College & Research Libraries,An Internal Equity Evaluation System Based on Merit Measures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seaman2003,2003,2000s,College & Research Libraries,Salary Market Equity at the University of Colorado at Boulder Libraries: A Case Study Follow-up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
seaman2005,2005,2000s,College & Research Libraries,Collaborative Collection Management in a High-density Storage Facility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
searing2007,2007,2000s,Library Trends,"Biographical Reference Works for and about Women, from the Advent of the Women’s Liberation Movement to the Present: An Exploratory Analysis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
searle2018,2018,2010s,Information Technology and Libraries,The Benefits of Enterprise Architecture for Library Technology Management: An Exploratory Case Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sease2008,2008,2000s,Information Technology and Libraries,Metaphor’s Role in the Information Behavior of Humans Interacting with Computers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
seeholzer2011,2011,2010s,College & Research Libraries,Library on the Go: A Focus Group Study of the Mobile Web and the Academic Library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
seneca2009,2009,2000s,Library Trends,The Web-at-Risk at Three: Overview of an NDIIPP Web Archiving Initiative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sergiadis2024,2024,2020s,College & Research Libraries,"How Equitable, Diverse, and Inclusive Are Open Educational Resources and Other Affordable Course Materials?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
setele2024,2024,2020s,College & Research Libraries,"The Critical Librarianship and Pedagogy Symposium: Reflections, Revisions, and New Works, Yvonne Mery and Anthony Sanchez (eds.), ACRL, 2023. 220p. Softcover, $65.00. 9780838939529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shank2006,2006,2000s,College & Research Libraries,The Blended Librarian: A Job Announcement Analysis of the Newly Emerging Position of Instructional Design Librarian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sharma2018,2018,2010s,Information Technology and Libraries,Efficiently Processing and Storing Library Linked Data using Apache Spark and Parquet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shaw2007,2007,2000s,Library Trends,Doing Their Part: The Services of the San Diego Public Library during World War II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shawa2006,2006,2000s,Library Trends,Building a System to Disseminate Digital Map and Geospatial Data Online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shea2022,2022,2020s,College & Research Libraries,"Supporting Neurodiverse College Student Success: A Guide for Librarians, Student Support Services, and Academic Learning Environments. Elizabeth M.H. Coghill and Jeffrey G. Coghill, eds. Lanham, MD: Rowman Littlefield, 2020. 312p. Hardback, $95.00 (ISBN 978-1-5381-3736-9).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sheffield2016,2016,2010s,Library Trends,More than Acid-Free Folders: Extending the Concept of Preservation to Include the Stewardship of Unexplored Histories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shelton2017,2017,2010s,College & Research Libraries,"Mary Snyder Broussard. Reading, Research, and Writing: Teaching Information Literacy with Process-Based Research Assignments. Chicago: Association of College and Research Libraries, 2017. 140p. Paper, $40.00 (ISBN 978-0-8389-8875-6).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shelton2018-1,2018,2010s,College & Research Libraries,"David R. Moore II and Eric C. Shoaf. Planning Optimal Library Spaces: Principles, Processes, and Practices. Lanham, Md.: Rowman & Littlefield, 2018. 196p. Hardback, $85.00 (ISBN: 978-1-5381-0940-3).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shelton2018,2018,2010s,College & Research Libraries,"M. Leslie Madden, Laura Carscaddon, Denita Hampton, and Brenna Helmstutler. Now You’re a Manager: Quick and Practical Strategies for New Mid-Level Managers in Academic Libraries. Chicago: Association of College and Research Libraries. 2017. 94p.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shelton2019,2019,2010s,College & Research Libraries,"Robert E. Dugan and Peter Hernon. Financial Management in Academic Libraries: Data-Driven Planning and Budgeting. Chicago: American Library Association for the Association of College and Research Libraries, 2018. 200p. Paper, $56.00 (ISBN: 978-0-8389-8943-2).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shelton2020,2020,2020s,College & Research Libraries,"Information Literacy and Theological Librarianship: Theory and Praxis. Bobby Smiley, ed. Chicago, IL: Atla Open Press, an imprint of the American Theological Library Association, 2019. 189p. Paper, $35.00 (ISBN: 978-1-949800-01-2).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shen2007,2007,2000s,Information Technology and Libraries,Information Seeking in Academic Research: A Study of the Sociology Faculty at the University of Wisconsin-Madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shen2016,2016,2010s,College & Research Libraries,"Strategic Planning for a Data-Driven, Shared-Access Research Enterprise: Virginia Tech Research Data Assessment and Landscape Study",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shen2018,2018,2010s,Information Technology and Libraries,Library Space Information Model Based on GIS — A Case Study of Shanghai Jiao Tong University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sherriff2020,2020,2020s,Information Technology and Libraries,Meeting Users Where They Are,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shi2005,2005,2000s,College & Research Libraries,A Theory-guided Approach to Library Services Assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shi2025,2025,2020s,College & Research Libraries,Identifying Metadata Quality Issues Across Cultures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shill2003,2003,2000s,College & Research Libraries,"Creating a Better Place: Physical Improvements in Academic Libraries, 1995–2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shill2004,2004,2000s,College & Research Libraries,"Does the Building Still Matter? Usage Patterns in New, Expanded, and Renovated Libraries, 1995–2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shin2026,2026,2020s,Library Trends,"Shifting Politics of Openness and Regulation: Queer Theory, Protest Media, and Podcasting Initiatives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
shipman2015,2015,2010s,College & Research Libraries,The Information-Seeking Habits of In-Service Educators,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shirazi2020,2020,2020s,College & Research Libraries,Documenting Digital Projects: Instituting Guidelines for Digital Dissertations and Theses in the Humanities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shirazi2022,2022,2020s,College & Research Libraries,"Daniel Greene. The Promise of Access: Technology, Inequality, and the Political Economy of Hope. Cambridge, MA: MIT Press, 2021. 260p. Paper, $30.00 (ISBN 978-0-262-54233-3).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shires2005,2005,2000s,Information Technology and Libraries,To the Benefit of Both: Academic Librarians Connect with Middle School Teachers through a Digitized History Resources Workshop,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoaf2003,2003,2000s,College & Research Libraries,Using a Professional Moderator in Library Focus Group Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shores2018,2018,2010s,Information Technology and Libraries,Information Technology and Libraries at 50: The 1970s in Review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shreeves2008,2008,2000s,Library Trends,Introduction: Institutional Repositories: Current State and Future,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shrimplin2011,2011,2010s,College & Research Libraries,Contradictions and Consensus — Clusters of Opinions on E-books,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shu2018,2018,2010s,College & Research Libraries,Is It Such a Big Deal? On the Cost of Journal Use in the Digital Era,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
siebenberg2004,2004,2000s,College & Research Libraries,Print versus Electronic Journal Use in Three Sci/Tech Disciplines: What’s Going On Here?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
siegel2020,2020,2020s,College & Research Libraries,Perceptions of Academic Librarians toward LGBTQ Information Needs: An Exploratory Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
silva2017,2017,2010s,College & Research Libraries,Academic Librarians’ Changing Perceptions of Faculty Status and Tenure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
silver2010,2010,2010s,Information Technology and Libraries,Monitoring Network and Service Availability with Open-Source Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
silverstein2005,2005,2000s,Library Trends,Just Curious: Children's Use of Digital Reference for Unimposed Queries and Its Importance in Informal Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
simoncic2014,2014,2010s,Library Trends,Searching for a Lost Identity: Serbian Librarianship at the Beginning of the Twenty-first Century,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
simons2025,2025,2020s,Library Trends,"Beyond ""If We Use It Wisely"": Character Ethics, the Virtue of Wisdom, and GenAI in Libraries",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sing2006,2006,2000s,Information Technology and Libraries,The State of RFID Applications in Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
singh2005-1,2005,2000s,College & Research Libraries,A Report on Faculty Perceptions of Students’ Information Literacy Competencies in Journalism and Mass Communication Programs: The ACEJMC Survey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
singh2005,2005,2000s,Information Technology and Libraries,Design and Development of a Himalayan Studies Information System for India: A Proposed Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
singh2013,2013,2010s,Information Technology and Libraries,Experiences of Migrating to Open Source Integrated Library Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
singh2020,2020,2020s,Information Technology and Libraries,Near-field Communication (NFC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
situ2007,2007,2000s,Library Trends,The Tianyige Library: A Symbol of the Continuity of Chinese Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
